policy_id,title,sector,region,year,target_group,status,funding_million_usd,stakeholders,impact_score,summary,goals,full_text
P1338,State Higher Education Education Reform 77,Secondary,Karnataka,2023,Rural Students,Implemented,0.45,"Central Government, Donors",0.451,This policy aims to improve infrastructure in Secondary through public-private partnerships in Karnataka.,Increase reach by 29% in 4 years.,This policy aims to improve infrastructure in Secondary through public-private partnerships in Karnataka. Goals: Increase reach by 29% in 4 years.
P1339,National Higher Education Education Reform 11,Vocational,Uttar Pradesh,2023,All,Under Review,71.88,"EdTech Companies, Universities",0.82,This policy aims to improve digital access in Vocational through teacher training programs in Uttar Pradesh.,Increase reach by 9% in 2 years.,This policy aims to improve digital access in Vocational through teacher training programs in Uttar Pradesh. Goals: Increase reach by 9% in 2 years.
P1340,National Higher Education Education Reform 15,Vocational,Punjab,2022,Rural Students,Pilot,9.81,"State Education Department, Private Partners",0.144,This policy aims to improve early childhood development in Vocational through grants to schools in Punjab.,Increase reach by 16% in 1 years.,This policy aims to improve early childhood development in Vocational through grants to schools in Punjab. Goals: Increase reach by 16% in 1 years.
P1341,State Higher Education Education Reform 17,Vocational,Karnataka,2018,Students,Implemented,2.72,"Teachers' Unions, Community Leaders",0.474,This policy aims to improve digital access in Vocational through digital device distribution in Karnataka.,Increase reach by 34% in 1 years.,This policy aims to improve digital access in Vocational through digital device distribution in Karnataka. Goals: Increase reach by 34% in 1 years.
P1342,State Primary Education Reform 97,Secondary,Karnataka,2019,All,Pilot,2.94,"State Education Department, Private Partners",0.271,This policy aims to improve teacher quality in Secondary through curriculum reform in Karnataka.,Increase reach by 5% in 1 years.,This policy aims to improve teacher quality in Secondary through curriculum reform in Karnataka. Goals: Increase reach by 5% in 1 years.
P1343,District Secondary Education Reform 50,Vocational,Uttar Pradesh,2015,Teachers,Pilot,2.85,"State Education Department, Private Partners",0.521,This policy aims to improve vocational skills in Vocational through digital device distribution in Uttar Pradesh.,Increase reach by 25% in 2 years.,This policy aims to improve vocational skills in Vocational through digital device distribution in Uttar Pradesh. Goals: Increase reach by 25% in 2 years.
P1344,District Primary Education Reform 96,Early Childhood,Rajasthan,2016,Rural Students,Pilot,35.9,"Ministry of Education, Local NGOs",0.869,This policy aims to improve infrastructure in Early Childhood through grants to schools in Rajasthan.,Increase reach by 20% in 4 years.,This policy aims to improve infrastructure in Early Childhood through grants to schools in Rajasthan. Goals: Increase reach by 20% in 4 years.
P1345,State Primary Education Reform 22,Higher Education,Punjab,2016,Urban Students,Implemented,4.86,"EdTech Companies, Universities",0.797,This policy aims to improve digital access in Higher Education through public-private partnerships in Punjab.,Increase reach by 14% in 3 years.,This policy aims to improve digital access in Higher Education through public-private partnerships in Punjab. Goals: Increase reach by 14% in 3 years.
P1346,National Secondary Education Reform 21,Vocational,Maharashtra,2025,Women,Under Review,0.77,"State Education Department, Private Partners",0.724,This policy aims to improve learning outcomes in Vocational through teacher training programs in Maharashtra.,Increase reach by 36% in 2 years.,This policy aims to improve learning outcomes in Vocational through teacher training programs in Maharashtra. Goals: Increase reach by 36% in 2 years.
P1347,State Early Childhood Education Reform 83,Higher Education,Gujarat,2018,Students,Pilot,77.95,"Teachers' Unions, Community Leaders",0.9,This policy aims to improve digital access in Higher Education through public-private partnerships in Gujarat.,Increase reach by 33% in 5 years.,This policy aims to improve digital access in Higher Education through public-private partnerships in Gujarat. Goals: Increase reach by 33% in 5 years.
P1348,State Early Childhood Education Reform 90,Vocational,Uttar Pradesh,2024,Teachers,Under Review,78.59,"Teachers' Unions, Community Leaders",0.872,This policy aims to improve early childhood development in Vocational through scholarship schemes in Uttar Pradesh.,Increase reach by 15% in 1 years.,This policy aims to improve early childhood development in Vocational through scholarship schemes in Uttar Pradesh. Goals: Increase reach by 15% in 1 years.
P1349,District Secondary Education Reform 58,Higher Education,Delhi,2023,Rural Students,Pilot,3.99,"EdTech Companies, Universities",0.437,This policy aims to improve infrastructure in Higher Education through grants to schools in Delhi.,Increase reach by 28% in 5 years.,This policy aims to improve infrastructure in Higher Education through grants to schools in Delhi. Goals: Increase reach by 28% in 5 years.
P1350,National Higher Education Education Reform 93,Primary,Rajasthan,2021,Teachers,Pilot,14.2,"Teachers' Unions, Community Leaders",0.465,This policy aims to improve teacher quality in Primary through grants to schools in Rajasthan.,Increase reach by 11% in 5 years.,This policy aims to improve teacher quality in Primary through grants to schools in Rajasthan. Goals: Increase reach by 11% in 5 years.
P1351,District Primary Education Reform 6,Secondary,Tamil Nadu,2015,Teachers,Proposed,0.18,"Ministry of Education, Local NGOs",0.608,This policy aims to improve digital access in Secondary through public-private partnerships in Tamil Nadu.,Increase reach by 36% in 5 years.,This policy aims to improve digital access in Secondary through public-private partnerships in Tamil Nadu. Goals: Increase reach by 36% in 5 years.
P1352,District Early Childhood Education Reform 33,Primary,Kerala,2018,Women,Proposed,4.69,"State Education Department, Private Partners",0.684,This policy aims to improve learning outcomes in Primary through curriculum reform in Kerala.,Increase reach by 8% in 3 years.,This policy aims to improve learning outcomes in Primary through curriculum reform in Kerala. Goals: Increase reach by 8% in 3 years.
P1353,District Vocational Education Reform 48,Primary,Punjab,2019,Women,Proposed,4.26,"Ministry of Education, Local NGOs",0.941,This policy aims to improve early childhood development in Primary through grants to schools in Punjab.,Increase reach by 11% in 2 years.,This policy aims to improve early childhood development in Primary through grants to schools in Punjab. Goals: Increase reach by 11% in 2 years.
P1354,District Vocational Education Reform 25,Secondary,Rajasthan,2025,Teachers,Implemented,0.4,"EdTech Companies, Universities",0.419,This policy aims to improve digital access in Secondary through public-private partnerships in Rajasthan.,Increase reach by 32% in 1 years.,This policy aims to improve digital access in Secondary through public-private partnerships in Rajasthan. Goals: Increase reach by 32% in 1 years.
P1355,National Secondary Education Reform 71,Vocational,Rajasthan,2020,Disadvantaged Groups,Implemented,0.47,"Teachers' Unions, Community Leaders",0.59,This policy aims to improve teacher quality in Vocational through digital device distribution in Rajasthan.,Increase reach by 31% in 4 years.,This policy aims to improve teacher quality in Vocational through digital device distribution in Rajasthan. Goals: Increase reach by 31% in 4 years.
P1356,District Higher Education Education Reform 78,Secondary,Punjab,2023,Teachers,Pilot,48.8,"Central Government, Donors",0.498,This policy aims to improve digital access in Secondary through grants to schools in Punjab.,Increase reach by 7% in 3 years.,This policy aims to improve digital access in Secondary through grants to schools in Punjab. Goals: Increase reach by 7% in 3 years.
P1357,District Primary Education Reform 67,Secondary,Delhi,2015,Rural Students,Implemented,17.84,"Ministry of Education, Local NGOs",0.787,This policy aims to improve vocational skills in Secondary through digital device distribution in Delhi.,Increase reach by 40% in 5 years.,This policy aims to improve vocational skills in Secondary through digital device distribution in Delhi. Goals: Increase reach by 40% in 5 years.
P1358,District Early Childhood Education Reform 74,Secondary,Maharashtra,2015,Urban Students,Under Review,7.08,"Teachers' Unions, Community Leaders",0.892,This policy aims to improve infrastructure in Secondary through teacher training programs in Maharashtra.,Increase reach by 21% in 3 years.,This policy aims to improve infrastructure in Secondary through teacher training programs in Maharashtra. Goals: Increase reach by 21% in 3 years.
P1359,National Early Childhood Education Reform 52,Early Childhood,Uttar Pradesh,2016,Disadvantaged Groups,Under Review,0.17,"EdTech Companies, Universities",0.829,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Uttar Pradesh.,Increase reach by 24% in 1 years.,This policy aims to improve learning outcomes in Early Childhood through scholarship schemes in Uttar Pradesh. Goals: Increase reach by 24% in 1 years.
P1360,District Early Childhood Education Reform 49,Primary,Karnataka,2020,Rural Students,Pilot,0.47,"Ministry of Education, Local NGOs",0.874,This policy aims to improve infrastructure in Primary through public-private partnerships in Karnataka.,Increase reach by 5% in 4 years.,This policy aims to improve infrastructure in Primary through public-private partnerships in Karnataka. Goals: Increase reach by 5% in 4 years.
